Match Date,Team,Runs Scored,Runs Conceded,Win,win_pct_last_10,avg_runs_scored_last_10,avg_runs_conceded_last_10
2006-06-15,Sri Lanka,163.0,161.0,1,1.0,163.0,161.0
2006-06-15,England,161.0,163.0,0,0.0,161.0,163.0
2006-08-28,England,144.0,148.0,0,0.0,152.5,155.5
2006-08-28,Pakistan,148.0,144.0,1,1.0,148.0,144.0
2006-11-28,Bangladesh,166.0,123.0,1,1.0,166.0,123.0
2006-11-28,Zimbabwe,123.0,166.0,0,0.0,123.0,166.0
2006-12-01,South Africa,126.0,127.0,0,0.0,126.0,127.0
2006-12-01,India,127.0,126.0,1,1.0,127.0,126.0
2006-12-22,Sri Lanka,62.0,162.0,1,1.0,112.5,161.5
2006-12-22,New Zealand,162.0,62.0,0,0.0,162.0,62.0
2006-12-26,Sri Lanka,115.0,116.0,0,0.6666666666666666,113.33333333333333,146.33333333333334
2006-12-26,New Zealand,116.0,115.0,1,0.5,139.0,88.5
2007-01-09,Australia,221.0,144.0,1,1.0,221.0,144.0
2007-01-09,England,144.0,221.0,0,0.0,149.66666666666666,177.33333333333334
2007-02-02,Pakistan,129.0,132.0,0,0.5,138.5,138.0
2007-02-02,South Africa,132.0,129.0,1,0.5,129.0,128.0
2007-06-28,West Indies,208.0,193.0,1,1.0,208.0,193.0
2007-06-28,England,193.0,208.0,0,0.0,160.5,185.0
2007-06-29,England,173.0,169.0,1,0.2,163.0,181.8
2007-06-29,West Indies,169.0,173.0,0,0.5,188.5,183.0
2007-09-01,Kenya,138.0,139.0,0,0.0,138.0,139.0
2007-09-01,Bangladesh,139.0,138.0,1,1.0,152.5,130.5
2007-09-02,Pakistan,191.0,161.0,1,0.6666666666666666,156.0,145.66666666666666
2007-09-02,Bangladesh,161.0,191.0,0,0.6666666666666666,155.33333333333334,150.66666666666666
2007-09-04,Kenya,92.0,93.0,0,0.0,115.0,116.0
2007-09-04,Pakistan,93.0,92.0,1,0.75,140.25,132.25
2007-09-11,West Indies,205.0,208.0,0,0.3333333333333333,194.0,191.33333333333334
2007-09-11,South Africa,208.0,205.0,1,0.6666666666666666,155.33333333333334,153.66666666666666
2007-09-12,Scotland,120.0,171.0,0,0.0,120.0,171.0
2007-09-12,New Zealand,74.0,73.0,1,0.6666666666666666,117.33333333333333,83.33333333333333
2007-09-12,Kenya,73.0,74.0,0,0.0,101.0,102.0
2007-09-12,Pakistan,171.0,120.0,1,0.8,146.4,129.8
2007-09-12,Australia,138.0,139.0,0,0.5,179.5,141.5
2007-09-12,Zimbabwe,139.0,138.0,1,0.5,131.0,152.0
2007-09-13,England,188.0,138.0,1,0.3333333333333333,167.16666666666666,174.5
2007-09-13,West Indies,164.0,165.0,0,0.25,186.5,184.75
2007-09-13,Bangladesh,165.0,164.0,1,0.75,157.75,154.0
2007-09-13,Zimbabwe,138.0,188.0,0,0.3333333333333333,133.33333333333334,164.0
2007-09-14,Australia,136.0,135.0,1,0.6666666666666666,165.0,139.33333333333334
2007-09-14,England,135.0,136.0,0,0.2857142857142857,162.57142857142858,169.0
2007-09-14,Sri Lanka,260.0,88.0,1,0.75,150.0,131.75
2007-09-14,Kenya,88.0,260.0,0,0.0,97.75,141.5
2007-09-15,New Zealand,164.0,168.0,0,0.5,129.0,104.5
2007-09-15,Sri Lanka,168.0,164.0,1,0.8,153.6,138.2
2007-09-15,Bangladesh,144.0,146.0,0,0.6,155.0,152.4
2007-09-15,South Africa,146.0,144.0,1,0.75,153.0,151.25
2007-09-16,New Zealand,190.0,180.0,1,0.6,141.2,119.6
2007-09-16,India,180.0,190.0,0,0.5,153.5,158.0
2007-09-16,Bangladesh,123.0,124.0,0,0.5,149.66666666666666,147.66666666666666
2007-09-16,Australia,124.0,123.0,1,0.75,154.75,135.25
2007-09-16,South Africa,154.0,135.0,1,0.8,153.2,148.0
2007-09-16,England,135.0,154.0,0,0.25,159.125,167.125
2007-09-17,Pakistan,189.0,156.0,1,0.8333333333333334,153.5,134.16666666666666
2007-09-17,Sri Lanka,156.0,189.0,0,0.6666666666666666,154.0,146.66666666666666
2007-09-18,New Zealand,164.0,159.0,1,0.6666666666666666,145.0,126.16666666666667
2007-09-18,England,159.0,164.0,0,0.2222222222222222,159.11111111111111,166.77777777777777
2007-09-18,Pakistan,165.0,164.0,1,0.8571428571428571,155.14285714285714,138.42857142857142
2007-09-18,Bangladesh,83.0,147.0,0,0.42857142857142855,140.14285714285714,147.57142857142858
2007-09-18,Sri Lanka,147.0,83.0,1,0.7142857142857143,153.0,137.57142857142858
2007-09-18,Australia,164.0,165.0,0,0.6,156.6,141.2
2007-09-19,India,218.0,200.0,1,0.6666666666666666,175.0,172.0
2007-09-19,England,200.0,218.0,0,0.2,163.2,171.9
2007-09-19,New Zealand,153.0,158.0,0,0.5714285714285714,146.14285714285714,130.71428571428572
2007-09-19,South Africa,158.0,153.0,1,0.8333333333333334,154.0,148.83333333333334
2007-09-20,Australia,102.0,101.0,1,0.6666666666666666,147.5,134.5
2007-09-20,Sri Lanka,101.0,102.0,0,0.625,146.5,133.125
2007-09-20,Bangladesh,140.0,141.0,0,0.375,140.125,146.75
2007-09-20,Pakistan,141.0,140.0,1,0.875,153.375,138.625
2007-09-20,India,153.0,116.0,1,0.75,169.5,158.0
2007-09-20,South Africa,116.0,153.0,0,0.7142857142857143,148.57142857142858,149.42857142857142
2007-09-22,Australia,173.0,188.0,0,0.5714285714285714,151.14285714285714,142.14285714285714
2007-09-22,New Zealand,143.0,147.0,0,0.5,145.75,132.75
2007-09-22,India,188.0,173.0,1,0.8,173.2,161.0
2007-09-22,Pakistan,147.0,143.0,1,0.8888888888888888,152.66666666666666,139.11111111111111
2007-09-24,Pakistan,152.0,157.0,0,0.8,152.6,140.9
2007-09-24,India,157.0,152.0,1,0.8333333333333334,170.5,159.5
2007-10-20,India,167.0,166.0,1,0.8571428571428571,170.0,160.42857142857142
2007-10-20,Australia,166.0,167.0,0,0.5,153.0,145.25
2007-11-23,New Zealand,129.0,131.0,0,0.4444444444444444,143.88888888888889,132.55555555555554
2007-11-23,South Africa,131.0,129.0,1,0.75,146.375,146.875
2007-12-11,Australia,186.0,132.0,1,0.5555555555555556,156.66666666666666,143.77777777777777
2007-12-11,New Zealand,132.0,186.0,0,0.4,142.7,137.9
2007-12-16,South Africa,58.0,60.0,0,0.6666666666666666,136.55555555555554,137.22222222222223
2007-12-16,West Indies,60.0,58.0,1,0.4,161.2,159.4
2008-01-18,West Indies,131.0,134.0,0,0.3333333333333333,156.16666666666666,155.16666666666666
2008-01-18,South Africa,134.0,131.0,1,0.7,136.3,136.6
2008-02-01,Australia,75.0,74.0,1,0.6,148.5,136.8
2008-02-01,India,74.0,75.0,0,0.75,158.0,149.75
2008-02-05,England,184.0,152.0,1,0.3,165.5,170.8
2008-02-05,New Zealand,152.0,184.0,0,0.4,141.7,150.1
2008-02-07,England,193.0,143.0,1,0.4,170.4,170.3
2008-02-07,New Zealand,143.0,193.0,0,0.3,144.4,157.9
2008-04-20,Pakistan,203.0,101.0,1,0.8,158.1,136.6
2008-04-20,Bangladesh,101.0,203.0,0,0.3333333333333333,135.77777777777777,153.0
2008-06-13,England,127.0,123.0,1,0.5,168.7,160.5
2008-06-13,New Zealand,123.0,127.0,0,0.2,149.3,163.3
2008-06-20,Australia,97.0,102.0,0,0.5,136.1,132.6
2008-06-20,West Indies,102.0,97.0,1,0.42857142857142855,148.42857142857142,146.85714285714286
2008-08-02,Netherlands,97.0,99.0,0,0.0,97.0,99.0
2008-08-02,Canada,99.0,97.0,1,1.0,99.0,97.0
2008-08-02,Scotland,117.0,118.0,0,0.0,118.5,144.5
2008-08-02,Ireland,118.0,117.0,1,1.0,118.0,117.0
2008-08-02,Netherlands,153.0,134.0,1,0.5,125.0,116.5
2008-08-02,Kenya,134.0,153.0,0,0.0,105.0,143.8
2008-08-03,Bermuda,99.0,100.0,0,0.0,99.0,100.0
2008-08-03,Scotland,100.0,99.0,1,0.3333333333333333,112.33333333333333,129.33333333333334
2008-08-03,Canada,91.0,92.0,0,0.5,95.0,94.5
2008-08-03,Kenya,92.0,91.0,1,0.16666666666666666,102.83333333333333,135.0
2008-08-03,Ireland,43.0,41.0,1,1.0,80.5,79.0
2008-08-03,Bermuda,41.0,43.0,0,0.0,70.0,71.5
2008-08-04,Kenya,67.0,72.0,0,0.14285714285714285,97.71428571428571,126.0
2008-08-04,Scotland,107.0,106.0,1,0.5,111.0,123.5
2008-08-04,Ireland,72.0,67.0,1,1.0,77.66666666666667,75.0
2008-08-04,Netherlands,110.0,107.0,1,0.6666666666666666,120.0,113.33333333333333
2008-08-04,Kenya,106.0,107.0,0,0.125,98.75,123.625
2008-08-04,Scotland,107.0,110.0,0,0.4,110.2,120.8
2008-08-05,Bermuda,70.0,71.0,0,0.0,70.0,71.33333333333333
2008-08-05,Canada,71.0,70.0,1,0.6666666666666666,87.0,86.33333333333333
2008-10-10,Zimbabwe,106.0,107.0,0,0.25,126.5,149.75
2008-10-10,Sri Lanka,107.0,106.0,1,0.6666666666666666,142.11111111111111,130.11111111111111
2008-10-10,Pakistan,137.0,102.0,1,0.9,158.9,133.6
2008-10-10,Canada,102.0,137.0,0,0.5,90.75,99.0
2008-10-11,Pakistan,141.0,137.0,1,0.9,153.9,131.2
2008-10-11,Sri Lanka,137.0,141.0,0,0.6,141.6,131.2
2008-10-12,Zimbabwe,107.0,110.0,0,0.2,122.6,141.8
2008-10-12,Pakistan,110.0,107.0,1,0.9,155.6,132.7
2008-10-12,Sri Lanka,153.0,138.0,1,0.6,140.6,128.9
2008-10-12,Canada,138.0,153.0,0,0.4,100.2,109.8
2008-10-13,Zimbabwe,184.0,75.0,1,0.3333333333333333,132.83333333333334,130.66666666666666
2008-10-13,Canada,75.0,184.0,0,0.3333333333333333,96.0,122.16666666666667
2008-10-13,Pakistan,132.0,133.0,0,0.8,151.7,134.0
2008-10-13,Sri Lanka,133.0,132.0,1,0.6,147.7,125.9
2008-11-05,Bangladesh,109.0,118.0,0,0.3,133.1,149.5
2008-11-05,South Africa,118.0,109.0,1,0.8,135.5,134.8
2008-12-28,New Zealand,191.0,155.0,1,0.3,152.0,162.0
2008-12-28,West Indies,155.0,191.0,0,0.375,149.25,152.375
2009-01-11,Australia,182.0,130.0,1,0.6,140.5,131.7
2009-01-11,South Africa,130.0,182.0,0,0.7,135.3,140.1
2009-01-13,South Africa,157.0,161.0,0,0.6,130.2,135.7
2009-01-13,Australia,161.0,157.0,1,0.6,143.0,133.9
2009-02-10,Sri Lanka,171.0,174.0,0,0.6,153.3,131.7
2009-02-10,India,174.0,171.0,1,0.7777777777777778,159.77777777777777,152.11111111111111
2009-02-15,New Zealand,149.0,150.0,0,0.2,147.9,159.0
2009-02-15,Australia,150.0,149.0,1,0.6,145.6,136.5
2009-02-25,India,162.0,166.0,0,0.7,160.0,153.5
2009-02-25,New Zealand,166.0,162.0,1,0.2,148.1,159.3
2009-02-27,India,149.0,150.0,0,0.6,162.2,155.9
2009-02-27,New Zealand,150.0,149.0,1,0.3,147.8,158.4
2009-03-15,England,121.0,123.0,0,0.5,161.5,152.0
2009-03-15,West Indies,123.0,121.0,1,0.4444444444444444,146.33333333333334,148.88888888888889
2009-03-27,South Africa,168.0,166.0,1,0.6,132.4,137.9
2009-03-27,Australia,166.0,168.0,0,0.6,145.8,136.8
2009-03-29,Australia,139.0,156.0,0,0.5,149.5,142.3
2009-03-29,South Africa,156.0,139.0,1,0.6,132.6,138.3
2009-05-07,Australia,108.0,109.0,0,0.5,143.0,134.4
2009-05-07,Pakistan,109.0,108.0,1,0.8,143.7,129.2
2009-06-05,England,162.0,163.0,0,0.4,160.4,151.4
2009-06-05,Netherlands,163.0,162.0,1,0.75,130.75,125.5
2009-06-06,India,180.0,155.0,1,0.7,162.2,152.4
2009-06-06,Bangladesh,155.0,180.0,0,0.2,132.0,155.2
2009-06-06,Scotland,89.0,90.0,0,0.3333333333333333,106.66666666666667,115.66666666666667
2009-06-06,New Zealand,90.0,89.0,1,0.4,142.5,152.6
2009-06-06,Australia,169.0,172.0,0,0.5,143.3,134.9
2009-06-06,West Indies,172.0,169.0,1,0.5,148.9,150.9
2009-06-07,South Africa,211.0,81.0,1,0.6,137.9,131.1
2009-06-07,Scotland,81.0,211.0,0,0.2857142857142857,103.0,129.28571428571428
2009-06-07,England,185.0,137.0,1,0.4,160.1,151.3
2009-06-07,Pakistan,137.0,185.0,0,0.7,140.9,131.3
2009-06-08,Australia,159.0,160.0,0,0.4,140.6,137.7
2009-06-08,Sri Lanka,160.0,159.0,1,0.6,143.3,138.8
2009-06-08,Bangladesh,137.0,138.0,0,0.1,131.8,155.2
2009-06-08,Ireland,138.0,137.0,1,1.0,92.75,90.5
2009-06-09,Pakistan,175.0,93.0,1,0.7,144.3,126.6
2009-06-09,Netherlands,93.0,175.0,0,0.6,123.2,135.4
2009-06-09,South Africa,128.0,127.0,1,0.7,139.1,128.5
2009-06-09,New Zealand,127.0,128.0,0,0.4,142.3,152.3
2009-06-10,Ireland,112.0,113.0,0,0.8,96.6,95.0
2009-06-10,India,113.0,112.0,1,0.7,151.7,143.6
2009-06-10,Sri Lanka,192.0,177.0,1,0.6,145.7,140.1
2009-06-10,West Indies,177.0,192.0,0,0.4,145.8,150.8
2009-06-11,New Zealand,198.0,115.0,1,0.5,148.9,145.2
2009-06-11,Ireland,115.0,198.0,0,0.6666666666666666,99.66666666666667,112.16666666666667
2009-06-11,England,111.0,114.0,0,0.4,157.7,149.1
2009-06-11,South Africa,114.0,111.0,1,0.7,137.4,126.7
2009-06-12,West Indies,156.0,153.0,1,0.5,144.5,148.8
2009-06-12,Sri Lanka,150.0,131.0,1,0.7,145.1,134.3
2009-06-12,Pakistan,131.0,150.0,0,0.6,142.7,127.3
2009-06-12,India,153.0,156.0,0,0.6,151.7,147.6
2009-06-13,Pakistan,100.0,99.0,1,0.7,137.5,121.5
2009-06-13,New Zealand,99.0,100.0,0,0.5,143.6,136.8
2009-06-13,West Indies,163.0,183.0,0,0.5,140.3,146.3
2009-06-13,South Africa,183.0,163.0,1,0.8,149.9,137.0
2009-06-14,Sri Lanka,144.0,135.0,1,0.7,144.8,139.5
2009-06-14,Ireland,135.0,144.0,0,0.5714285714285714,104.71428571428571,116.71428571428571
2009-06-14,England,153.0,150.0,1,0.5,159.5,148.7
2009-06-14,India,150.0,153.0,0,0.5,147.9,145.6
2009-06-15,England,161.0,82.0,0,0.5,159.7,140.5
2009-06-15,West Indies,82.0,161.0,1,0.6,132.1,145.9
2009-06-15,Pakistan,159.0,120.0,1,0.7,133.1,123.4
2009-06-15,Ireland,120.0,159.0,0,0.5,106.625,122.0
2009-06-16,Sri Lanka,158.0,110.0,1,0.8,150.5,140.3
2009-06-16,New Zealand,110.0,158.0,0,0.5,140.3,133.3
2009-06-16,South Africa,130.0,118.0,1,0.8,149.5,135.7
2009-06-16,India,118.0,130.0,0,0.4,144.0,143.4
2009-06-18,Pakistan,149.0,142.0,1,0.7,134.3,127.4
2009-06-18,South Africa,142.0,149.0,0,0.7,151.9,139.7
2009-06-19,Sri Lanka,158.0,101.0,1,0.8,155.6,139.8
2009-06-19,West Indies,101.0,158.0,0,0.5,136.2,155.9
2009-06-21,Pakistan,139.0,138.0,1,0.7,134.1,127.5
2009-06-21,Sri Lanka,138.0,139.0,0,0.8,155.7,139.6
2009-08-02,Bangladesh,118.0,119.0,0,0.1,127.5,148.0
2009-08-02,West Indies,119.0,118.0,1,0.6,135.0,154.3
2009-08-12,Pakistan,172.0,120.0,1,0.7,140.3,128.8
2009-08-12,Sri Lanka,120.0,172.0,0,0.7,152.4,143.0
2009-09-02,New Zealand,141.0,138.0,1,0.6,142.1,134.4
2009-09-02,Sri Lanka,138.0,141.0,0,0.6,152.9,143.9
2009-09-04,New Zealand,170.0,148.0,1,0.6,140.0,133.7
2009-09-04,Sri Lanka,148.0,170.0,0,0.6,150.6,143.5
2009-11-12,Pakistan,161.0,112.0,1,0.8,143.2,126.7
2009-11-12,New Zealand,112.0,161.0,0,0.6,136.3,134.8
2009-11-13,England,202.0,127.0,1,0.6,159.9,131.4
2009-11-13,South Africa,127.0,202.0,0,0.7,151.6,141.7
2009-11-13,Pakistan,153.0,146.0,1,0.8,147.6,130.5
2009-11-13,New Zealand,146.0,153.0,0,0.5,134.3,133.9
2009-11-15,South Africa,241.0,157.0,1,0.8,160.0,141.3
2009-11-15,England,157.0,241.0,0,0.5,157.2,140.3
2009-12-09,Sri Lanka,215.0,186.0,1,0.6,156.1,146.2
2009-12-09,India,186.0,215.0,0,0.3,145.9,148.3
2009-12-12,India,211.0,206.0,1,0.4,159.6,161.4
2009-12-12,Sri Lanka,206.0,211.0,0,0.5,157.5,149.6
2010-02-01,Afghanistan,121.0,124.0,0,0.0,121.0,124.0
2010-02-01,Ireland,124.0,121.0,1,0.5555555555555556,108.55555555555556,121.88888888888889
2010-02-01,Scotland,109.0,110.0,0,0.25,103.75,126.875
2010-02-01,Kenya,110.0,109.0,1,0.2222222222222222,100.0,122.0
2010-02-03,Canada,176.0,172.0,1,0.42857142857142855,107.42857142857143,129.28571428571428
2010-02-03,Ireland,172.0,176.0,0,0.5,114.9,127.3
2010-02-03,Bangladesh,78.0,79.0,0,0.0,118.8,139.5
2010-02-03,New Zealand,79.0,78.0,1,0.5,127.2,126.8
2010-02-04,Canada,140.0,143.0,0,0.375,111.5,131.0
2010-02-04,Afghanistan,143.0,140.0,1,0.5,132.0,132.0
2010-02-04,Scotland,123.0,126.0,0,0.2222222222222222,105.88888888888889,126.77777777777777
2010-02-04,Kenya,126.0,123.0,1,0.3,102.6,122.1
2010-02-05,Australia,127.0,125.0,1,0.4,145.8,142.8
2010-02-05,Pakistan,125.0,127.0,0,0.8,146.4,124.7
2010-02-09,Canada,142.0,146.0,0,0.3333333333333333,114.88888888888889,132.66666666666666
2010-02-09,Netherlands,146.0,142.0,1,0.6666666666666666,127.0,136.5
2010-02-09,Afghanistan,139.0,126.0,1,0.6666666666666666,134.33333333333334,130.0
2010-02-09,Ireland,126.0,139.0,0,0.4,115.7,129.5
2010-02-10,Canada,138.0,141.0,0,0.3,117.2,133.5
2010-02-10,Kenya,141.0,138.0,1,0.4,102.9,122.0
2010-02-10,Afghanistan,131.0,117.0,1,0.75,133.5,126.75
2010-02-10,Scotland,117.0,131.0,0,0.2,107.0,127.2
2010-02-11,Ireland,136.0,99.0,1,0.4,125.0,135.3
2010-02-11,Scotland,99.0,136.0,0,0.2,104.9,123.7
2010-02-11,Kenya,130.0,133.0,0,0.4,106.7,126.0
2010-02-11,Netherlands,133.0,130.0,1,0.7142857142857143,127.85714285714286,135.57142857142858
2010-02-12,Netherlands,132.0,128.0,1,0.75,128.375,134.625
2010-02-12,Afghanistan,128.0,132.0,0,0.6,132.4,127.8
2010-02-13,Ireland,151.0,86.0,1,0.4,132.9,137.2
2010-02-13,Netherlands,86.0,151.0,0,0.6666666666666666,123.66666666666667,136.44444444444446
2010-02-13,Ireland,142.0,147.0,0,0.3,133.3,138.2
2010-02-13,Afghanistan,147.0,142.0,1,0.6666666666666666,134.83333333333334,130.16666666666666
2010-02-19,Pakistan,129.0,130.0,0,0.7,141.8,128.4
2010-02-19,England,130.0,129.0,1,0.5,150.9,138.9
2010-02-20,Pakistan,149.0,148.0,1,0.8,143.6,128.2
2010-02-20,England,148.0,149.0,0,0.4,153.0,141.5
2010-02-21,West Indies,141.0,179.0,0,0.5,138.9,162.5
2010-02-21,Australia,179.0,141.0,1,0.5,154.0,146.7
2010-02-23,West Indies,138.0,142.0,0,0.5,137.2,157.6
2010-02-23,Australia,142.0,138.0,1,0.5,150.0,147.5
2010-02-26,New Zealand,118.0,119.0,0,0.4,130.0,129.8
2010-02-26,Australia,119.0,118.0,1,0.5,145.8,143.6
2010-02-28,Zimbabwe,105.0,79.0,1,0.42857142857142855,128.85714285714286,123.28571428571429
2010-02-28,West Indies,79.0,105.0,0,0.4,132.8,156.0
2010-04-30,Sri Lanka,135.0,139.0,0,0.4,156.0,150.4
2010-04-30,New Zealand,139.0,135.0,1,0.5,131.2,130.5
2010-04-30,West Indies,138.0,68.0,1,0.4,129.4,145.9
2010-04-30,Ireland,68.0,138.0,0,0.3,128.9,140.7
2010-05-01,Pakistan,172.0,151.0,1,0.8,150.8,133.4
2010-05-01,Bangladesh,151.0,172.0,0,0.0,119.5,142.1
2010-05-01,Afghanistan,115.0,116.0,0,0.5714285714285714,132.0,128.14285714285714
2010-05-01,India,116.0,115.0,1,0.4,153.8,155.8
2010-05-02,Pakistan,157.0,191.0,0,0.7,150.6,140.5
2010-05-02,Australia,191.0,157.0,1,0.5,149.9,144.4
2010-05-02,India,186.0,172.0,1,0.5,156.2,156.4
2010-05-02,South Africa,172.0,186.0,0,0.7,160.4,143.3
2010-05-03,Sri Lanka,173.0,29.0,1,0.4,158.9,139.8
2010-05-03,Zimbabwe,29.0,173.0,0,0.375,116.375,129.5
2010-05-03,England,191.0,60.0,0,0.4,160.0,135.2
2010-05-03,West Indies,60.0,191.0,1,0.5,117.7,145.8
2010-05-04,Zimbabwe,84.0,36.0,0,0.3333333333333333,112.77777777777777,119.11111111111111
2010-05-04,New Zealand,36.0,84.0,1,0.5,115.0,127.4
2010-05-05,Australia,141.0,114.0,1,0.6,147.4,139.0
2010-05-05,Bangladesh,114.0,141.0,0,0.0,118.6,143.8
2010-05-05,South Africa,139.0,80.0,1,0.7,158.7,137.4
2010-05-05,Afghanistan,80.0,139.0,0,0.5,125.5,129.5
2010-05-06,South Africa,170.0,157.0,1,0.7,154.6,145.0
2010-05-06,New Zealand,157.0,170.0,0,0.5,120.8,134.4
2010-05-06,Pakistan,147.0,151.0,0,0.6,150.4,141.4
2010-05-06,England,151.0,147.0,1,0.5,158.9,133.6
2010-05-07,Sri Lanka,195.0,138.0,1,0.4,162.6,142.6
2010-05-07,West Indies,138.0,195.0,0,0.4,115.9,150.0
2010-05-07,Australia,184.0,135.0,1,0.7,151.9,136.9
2010-05-07,India,135.0,184.0,0,0.5,154.8,159.8
2010-05-08,New Zealand,133.0,132.0,1,0.6,123.1,131.8
2010-05-08,Pakistan,132.0,133.0,0,0.5,149.7,140.9
2010-05-08,England,168.0,129.0,1,0.5,157.2,132.8
2010-05-08,South Africa,129.0,168.0,0,0.6,154.7,149.1
2010-05-09,West Indies,169.0,155.0,1,0.5,116.5,147.2
2010-05-09,India,155.0,169.0,0,0.4,152.3,161.2
2010-05-09,Australia,168.0,87.0,1,0.8,157.9,134.7
2010-05-09,Sri Lanka,87.0,168.0,0,0.3,155.5,149.3
2010-05-10,Pakistan,148.0,137.0,1,0.5,147.3,142.6
2010-05-10,South Africa,137.0,148.0,0,0.5,157.0,152.8
2010-05-10,New Zealand,149.0,153.0,0,0.5,123.9,133.3
2010-05-10,England,153.0,149.0,1,0.6,161.4,136.3
2010-05-11,Australia,109.0,105.0,1,0.9,151.9,128.0
2010-05-11,West Indies,105.0,109.0,0,0.4,118.8,142.0
2010-05-11,Sri Lanka,167.0,163.0,1,0.4,158.4,151.7
2010-05-11,India,163.0,167.0,0,0.3,157.3,166.7
2010-05-13,Sri Lanka,128.0,132.0,0,0.4,159.2,147.7
2010-05-13,England,132.0,128.0,1,0.6,159.3,134.1
2010-05-14,Pakistan,191.0,197.0,0,0.4,150.3,151.1
2010-05-14,Australia,197.0,191.0,1,1.0,155.7,131.1
2010-05-16,Australia,147.0,148.0,0,0.9,157.7,133.4
2010-05-16,England,148.0,147.0,1,0.7,158.0,140.6
2010-05-19,West Indies,123.0,136.0,0,0.4,121.0,139.8
2010-05-19,South Africa,136.0,123.0,1,0.5,152.3,148.8
2010-05-20,South Africa,120.0,119.0,1,0.5,151.3,148.9
2010-05-20,West Indies,119.0,120.0,0,0.3,121.0,140.0
2010-05-22,New Zealand,120.0,92.0,1,0.5,118.9,127.7
2010-05-22,Sri Lanka,92.0,120.0,0,0.4,154.6,145.6
2010-05-23,New Zealand,81.0,82.0,0,0.5,115.8,119.8
2010-05-23,Sri Lanka,82.0,81.0,1,0.5,148.0,136.7
2010-06-12,Zimbabwe,111.0,112.0,0,0.3,112.6,118.4
2010-06-12,India,112.0,111.0,1,0.4,153.2,162.2
2010-06-13,India,144.0,140.0,1,0.5,152.6,160.9
2010-06-13,Zimbabwe,140.0,144.0,0,0.3,114.3,116.2
2010-07-05,Pakistan,167.0,144.0,1,0.4,151.7,150.9
2010-07-05,Australia,144.0,167.0,0,0.8,154.2,136.0
2010-07-06,Pakistan,162.0,151.0,1,0.5,155.4,153.3
2010-07-06,Australia,151.0,162.0,0,0.7,155.1,138.4
2010-09-05,Pakistan,126.0,129.0,0,0.5,155.1,153.2
2010-09-05,England,129.0,126.0,1,0.7,150.7,140.5
2010-09-07,England,90.0,89.0,1,0.8,144.0,125.3
2010-09-07,Pakistan,89.0,90.0,0,0.4,149.1,147.4
2010-10-08,Zimbabwe,168.0,169.0,0,0.2,117.2,119.3
2010-10-08,South Africa,169.0,168.0,1,0.6,154.0,150.8
2010-10-10,South Africa,194.0,186.0,1,0.7,160.7,149.2
2010-10-10,Zimbabwe,186.0,194.0,0,0.2,122.0,119.9
2010-10-26,Pakistan,119.0,120.0,0,0.3,143.8,144.3
2010-10-26,South Africa,120.0,119.0,1,0.7,148.6,145.4
2010-10-27,Pakistan,120.0,125.0,0,0.3,140.1,137.7
2010-10-27,South Africa,125.0,120.0,1,0.8,143.9,138.8
2010-10-31,Australia,133.0,135.0,0,0.6,156.5,140.1
2010-10-31,Sri Lanka,135.0,133.0,1,0.5,140.0,131.4
2010-12-26,Pakistan,143.0,146.0,0,0.3,139.7,137.2
2010-12-26,New Zealand,146.0,143.0,1,0.6,115.8,118.8
2010-12-28,New Zealand,185.0,146.0,1,0.6,126.4,125.6
2010-12-28,Pakistan,146.0,185.0,0,0.3,141.1,142.4
2010-12-30,Pakistan,183.0,80.0,1,0.3,144.6,136.7
2010-12-30,New Zealand,80.0,183.0,0,0.6,122.6,132.0
2011-01-09,South Africa,147.0,168.0,0,0.7,144.7,147.6
2011-01-09,India,168.0,147.0,1,0.6,157.6,162.6
2011-01-12,Australia,157.0,158.0,0,0.5,153.1,140.2
2011-01-12,England,158.0,157.0,1,0.8,146.8,128.1
2011-01-14,Australia,147.0,143.0,1,0.5,153.7,143.1
2011-01-14,England,143.0,147.0,0,0.8,146.3,127.9
2011-04-21,West Indies,150.0,143.0,1,0.4,121.9,136.4
2011-04-21,Pakistan,143.0,150.0,0,0.3,139.8,132.0
2011-06-04,West Indies,143.0,159.0,0,0.4,122.4,138.1
2011-06-04,India,159.0,143.0,1,0.7,154.9,155.4
2011-06-25,Sri Lanka,137.0,136.0,1,0.6,133.1,123.9
2011-06-25,England,136.0,137.0,0,0.8,140.8,135.6
2011-08-06,Sri Lanka,198.0,163.0,1,0.7,139.4,126.3
2011-08-06,Australia,163.0,198.0,0,0.4,151.6,149.4
2011-08-08,Sri Lanka,157.0,149.0,1,0.7,137.8,138.3
2011-08-08,Australia,149.0,157.0,0,0.3,149.7,156.4
2011-08-31,India,165.0,169.0,0,0.6,150.3,151.7
2011-08-31,England,169.0,165.0,1,0.8,142.6,137.4
2011-09-16,Pakistan,198.0,113.0,1,0.3,142.9,128.9
2011-09-16,Zimbabwe,113.0,198.0,0,0.2,122.7,129.0
2011-09-18,Zimbabwe,136.0,141.0,0,0.2,125.6,132.1
2011-09-18,Pakistan,141.0,136.0,1,0.3,140.8,127.4
2011-09-23,England,128.0,125.0,1,0.8,138.6,137.0
2011-09-23,West Indies,125.0,128.0,0,0.4,127.0,140.4
2011-09-25,West Indies,113.0,88.0,1,0.4,124.5,142.4
2011-09-25,England,88.0,113.0,0,0.7,132.1,133.4
